H,M,E,B,HSubs,MSubs,ESubs,BSubs
0,0.055296,280,0.75,1,25,26,4
0,0.0625,230,0.75,1,26,21,4
0,0.0625,250,1,1,26,23,5
0,0.0625,270,0.75,1,26,25,4
0,0.0625,270,1,1,26,25,5
0,0.070304,240,1,1,27,22,5
0,0.070304,250,0.75,1,27,23,4
0,0.070304,260,1,1,27,24,5
0,0.078732,220,1,1,28,20,5
0,0.078732,230,1,1,28,21,5
0,0.078732,240,1,1,28,22,5
0,0.078732,260,0.75,1,28,24,4
0,0.087808,200,1,1,29,18,5
0,0.087808,210,0.5,1,29,19,3
0,0.087808,210,0.75,1,29,19,4
0,0.087808,220,0.75,1,29,20,4
0,0.097556,200,0.75,1,30,18,4
0,0.097556,200,1,1,30,18,5
0,0.097556,210,1,1,30,19,5
0,0.097556,220,0.75,1,30,20,4
0,0.108,190,0.5,1,31,17,3
0,0.108,200,0.5,1,31,18,3
0,0.108,220,0.75,1,31,20,4
0,0.119164,170,0.75,1,32,15,4
0,0.119164,170,1,1,32,15,5
0,0.119164,210,0.5,1,32,19,3
0,0.119164,210,0.75,1,32,19,4
0,0.119164,220,0.5,1,32,20,3
0,0.131072,190,1,1,33,17,5
0,0.131072,200,0.75,1,33,18,4
0,0.131072,200,1,1,33,18,5
0,0.131072,210,0.5,1,33,19,3
0,0.131072,210,0.75,1,33,19,4
0,0.131072,230,0.5,1,33,21,3
0,0.143748,170,1,1,34,15,5
0,0.143748,190,0.75,1,34,17,4
0,0.157216,140,1,1,35,12,5
0,0.157216,170,0.75,1,35,15,4
0,0.157216,170,1,1,35,15,5
0,0.157216,180,0.75,1,35,16,4
0,0.157216,200,0.75,1,35,18,4
0,0.157216,210,0.75,1,35,19,4
0,0.157216,230,0.75,1,35,21,4
0,0.157216,240,0.75,1,35,22,4
0,0.157216,250,0.5,1,35,23,3
0,0.1715,150,1,1,36,13,5
0,0.1715,160,0.75,1,36,14,4
0,0.1715,160,1,1,36,14,5
0,0.1715,170,0.75,1,36,15,4
0,0.1715,180,0.75,1,36,16,4
0,0.1715,190,0.5,1,36,17,3
0,0.1715,190,0.75,1,36,17,4
0,0.1715,210,0.5,1,36,19,3
0,0.1715,210,0.75,1,36,19,4
0,0.1715,220,0.5,1,36,20,3
0,0.1715,240,0.5,1,36,22,3
0,0.1715,280,0.75,1,36,26,4
0,0.186624,140,0.75,1,37,12,4
0,0.186624,140,1,1,37,12,5
0,0.186624,150,0.75,1,37,13,4
0,0.186624,160,0.75,1,37,14,4
0,0.186624,160,1,1,37,14,5
0,0.186624,170,0.5,1,37,15,3
0,0.186624,170,0.75,1,37,15,4
0,0.186624,180,0.75,1,37,16,4
0,0.186624,190,0.75,1,37,17,4
0,0.186624,190,1,1,37,17,5
0,0.186624,200,0.5,1,37,18,3
0,0.186624,220,0.5,1,37,20,3
0,0.186624,230,0.75,1,37,21,4
0,0.186624,250,0.5,1,37,23,3
0,0.186624,260,0.5,1,37,24,3
0,0.202612,150,0.5,1,38,13,3
0,0.202612,150,0.75,1,38,13,4
0,0.202612,160,0.75,1,38,14,4
0,0.202612,170,0.5,1,38,15,3
0,0.202612,170,0.75,1,38,15,4
0,0.202612,180,0.75,1,38,16,4
0,0.202612,210,0.75,1,38,19,4
0,0.202612,230,0.5,1,38,21,3
0,0.219488,140,0.75,1,39,12,4
0,0.219488,140,1,1,39,12,5
0,0.219488,150,0.75,1,39,13,4
0,0.219488,160,0.25,1,39,14,2
0,0.219488,160,0.5,1,39,14,3
0,0.219488,160,0.75,1,39,14,4
0,0.219488,160,1,1,39,14,5
0,0.219488,190,0.5,1,39,17,3
0,0.219488,220,0.5,1,39,20,3
0,0.237276,130,0.75,1,40,11,4
0,0.237276,130,1,1,40,11,5
0,0.237276,140,1,1,40,12,5
0,0.237276,150,0.75,1,40,13,4
0,0.237276,150,1,1,40,13,5
0,0.237276,170,0.5,1,40,15,3
0,0.237276,170,1,1,40,15,5
0,0.256,110,1,1,41,9,5
0,0.256,130,1,1,41,11,5
0,0.256,140,0.75,1,41,12,4
0,0.256,140,1,1,41,12,5
0,0.256,150,1,1,41,13,5
0,0.256,160,0.5,1,41,14,3
0,0.256,170,0.75,1,41,15,4
0,0.275684,120,1,1,42,10,5
0,0.275684,140,0.5,1,42,12,3
0,0.275684,140,0.75,1,42,12,4
0,0.275684,150,0.5,1,42,13,3
0,0.275684,150,0.75,1,42,13,4
0,0.275684,170,1,1,42,15,5
0,0.275684,200,0.5,1,42,18,3
0,0.296352,120,1,1,43,10,5
0,0.296352,130,0.75,1,43,11,4
0,0.296352,130,1,1,43,11,5
0,0.296352,140,0.5,1,43,12,3
0,0.296352,140,0.75,1,43,12,4
0,0.296352,150,0.75,1,43,13,4
0,0.296352,160,0.5,1,43,14,3
0,0.296352,160,0.75,1,43,14,4
0,0.296352,170,0.75,1,43,15,4
0,0.318028,110,1,1,44,9,5
0,0.318028,120,0.75,1,44,10,4
0,0.318028,130,0.75,1,44,11,4
0,0.318028,140,0.5,1,44,12,3
0,0.318028,140,0.75,1,44,12,4
0,0.318028,150,0.25,1,44,13,2
0,0.318028,150,0.75,1,44,13,4
0,0.340736,110,1,1,45,9,5
0,0.340736,120,0.75,1,45,10,4
0,0.340736,130,0.75,1,45,11,4
0,0.340736,140,0.5,1,45,12,3
0,0.3645,100,1,1,46,8,5
0,0.3645,110,1,1,46,9,5
0,0.3645,120,0.75,1,46,10,4
0,0.3645,140,0.5,1,46,12,3
0,0.389344,120,0.75,1,47,10,4
0,0.389344,120,1,1,47,10,5
0,0.415292,100,0.75,1,48,8,4
0,0.415292,120,0.75,1,48,10,4
0,0.442368,90,1,1,49,7,5
0,0.442368,100,0.75,1,49,8,4
0,0.442368,100,1,1,49,8,5
0,0.442368,120,1,1,49,10,5
0,0.470596,60,1,1,50,4,5
0,0.470596,90,1,1,50,7,5
0,0.470596,100,0.75,1,50,8,4
0,0.470596,100,1,1,50,8,5
0,0.470596,110,0.75,1,50,9,4
0,0.470596,120,0.75,1,50,10,4
0,0.5,60,1,1,51,4,5
0,0.5,70,1,1,51,5,5
0,0.5,80,1,1,51,6,5
0,0.5,90,1,1,51,7,5
0,0.5,100,0.75,1,51,8,4
0,0.5,100,1,1,51,8,5
4e-06,0.119164,210,0.75,2,32,19,4
4e-06,0.119164,220,0.5,2,32,20,3
4e-06,0.131072,210,0.75,2,33,19,4
4e-06,0.340736,110,1,2,45,9,5
4e-06,0.470596,110,1,2,50,9,5
4e-06,0.5,100,0.75,2,51,8,4
3.2e-05,0.131072,150,1,3,33,13,5
3.2e-05,0.5,80,1,3,51,6,5
0.000108,0.055296,240,1,4,25,22,5
0.000108,0.087808,180,1,4,29,16,5
0.000108,0.131072,160,1,4,33,14,5
0.000108,0.202612,170,0.5,4,38,15,3
0.000256,0.070304,260,0.75,5,27,24,4
0.000256,0.078732,240,0.75,5,28,22,4
0.000256,0.087808,230,0.75,5,29,21,4
0.000256,0.097556,170,0.75,5,30,15,4
0.000256,0.097556,210,0.75,5,30,19,4
0.000256,0.108,210,0.5,5,31,19,3
0.000256,0.143748,150,1,5,34,13,5
0.000256,0.340736,90,1,5,45,7,5
0.000256,0.3645,80,1,5,46,6,5
0.000256,0.389344,100,0.75,5,47,8,4
0.000256,0.5,60,1,5,51,4,5
0.000256,0.5,70,1,5,51,5,5
0.0005,0.048668,240,1,6,24,22,5
0.0005,0.0625,260,0.5,6,26,24,3
0.0005,0.0625,260,1,6,26,24,5
0.0005,0.070304,230,1,6,27,21,5
0.0005,0.070304,260,0.75,6,27,24,4
0.0005,0.078732,240,1,6,28,22,5
0.0005,0.097556,170,1,6,30,15,5
0.0005,0.108,230,0.25,6,31,21,2
0.0005,0.119164,150,1,6,32,13,5
0.0005,0.131072,180,1,6,33,16,5
0.0005,0.143748,180,0.75,6,34,16,4
0.0005,0.143748,210,0.75,6,34,19,4
0.0005,0.219488,140,0.75,6,39,12,4
0.0005,0.237276,110,1,6,40,9,5
0.0005,0.3645,90,0.75,6,46,7,4
0.0005,0.389344,110,0.5,6,47,9,3
0.000864,0.042592,260,1,7,23,24,5
0.000864,0.042592,270,1,7,23,25,5
0.000864,0.0625,220,1,7,26,20,5
0.000864,0.0625,260,0.75,7,26,24,4
0.000864,0.070304,220,0.75,7,27,20,4
0.000864,0.070304,220,1,7,27,20,5
0.000864,0.078732,210,1,7,28,19,5
0.000864,0.078732,230,0.75,7,28,21,4
0.000864,0.087808,220,0.5,7,29,20,3
0.000864,0.087808,220,1,7,29,20,5
0.000864,0.087808,230,1,7,29,21,5
0.000864,0.097556,190,1,7,30,17,5
0.000864,0.108,170,1,7,31,15,5
0.000864,0.108,180,1,7,31,16,5
0.000864,0.108,190,0.75,7,31,17,4
0.000864,0.108,220,0.25,7,31,20,2
0.000864,0.157216,150,1,7,35,13,5
0.000864,0.157216,180,0.75,7,35,16,4
0.000864,0.1715,190,0,7,36,17,1
0.000864,0.186624,150,0.75,7,37,13,4
0.000864,0.202612,160,0.75,7,38,14,4
0.000864,0.5,70,1,7,51,5,5
0.001372,0.042592,250,1,8,23,23,5
0.001372,0.055296,230,1,8,25,21,5
0.001372,0.055296,260,1,8,25,24,5
0.001372,0.070304,240,0.75,8,27,22,4
0.001372,0.078732,220,0.75,8,28,20,4
0.001372,0.087808,190,0.75,8,29,17,4
0.001372,0.087808,210,1,8,29,19,5
0.001372,0.087808,250,0.5,8,29,23,3
0.001372,0.097556,160,1,8,30,14,5
0.001372,0.097556,210,1,8,30,19,5
0.001372,0.108,180,0.5,8,31,16,3
0.001372,0.119164,180,0.75,8,32,16,4
0.001372,0.143748,160,1,8,34,14,5
0.001372,0.1715,150,1,8,36,13,5
0.001372,0.186624,120,1,8,37,10,5
0.001372,0.219488,190,0.25,8,39,17,2
0.001372,0.275684,100,1,8,42,8,5
0.001372,0.318028,100,1,8,44,8,5
0.001372,0.340736,120,0.5,8,45,10,3
0.001372,0.442368,100,0.75,8,49,8,4
0.001372,0.442368,330,1,8,49,31,5
0.001372,0.5,70,1,8,51,5,5
0.002048,0.048668,230,1,9,24,21,5
0.002048,0.055296,260,0.75,9,25,24,4
0.002048,0.055296,270,0.75,9,25,25,4
0.002048,0.055296,280,0.75,9,25,26,4
0.002048,0.0625,280,0.75,9,26,26,4
0.002048,0.070304,250,0.5,9,27,23,3
0.002048,0.070304,280,0.5,9,27,26,3
0.002048,0.078732,270,0.5,9,28,25,3
0.002048,0.087808,190,1,9,29,17,5
0.002048,0.087808,200,1,9,29,18,5
0.002048,0.097556,180,1,9,30,16,5
0.002048,0.097556,190,0.75,9,30,17,4
0.002048,0.097556,220,0.75,9,30,20,4
0.002048,0.119164,160,1,9,32,14,5
0.002048,0.119164,180,0.5,9,32,16,3
0.002048,0.119164,190,0.5,9,32,17,3
0.002048,0.131072,240,0.5,9,33,22,3
0.002048,0.143748,140,1,9,34,12,5
0.002048,0.143748,160,0.5,9,34,14,3
0.002048,0.143748,160,0.75,9,34,14,4
0.002048,0.143748,160,1,9,34,14,5
0.002048,0.1715,130,1,9,36,11,5
0.002048,0.186624,160,0.75,9,37,14,4
0.002048,0.186624,210,0.5,9,37,19,3
0.002048,0.219488,150,0.75,9,39,13,4
0.002048,0.275684,110,1,9,42,9,5
0.002048,0.3645,80,1,9,46,6,5
0.002048,0.389344,80,1,9,47,6,5
0.002048,0.415292,70,1,9,48,5,5
0.002048,0.470596,80,1,9,50,6,5
0.002048,0.470596,100,0.75,9,50,8,4
0.002048,0.5,70,1,9,51,5,5
0.002916,0.048668,270,1,10,24,25,5
0.002916,0.055296,240,0.75,10,25,22,4
0.002916,0.0625,230,1,10,26,21,5
0.002916,0.070304,230,0.75,10,27,21,4
0.002916,0.070304,240,1,10,27,22,5
0.002916,0.070304,250,0.75,10,27,23,4
0.002916,0.078732,210,0.75,10,28,19,4
0.002916,0.078732,240,0.75,10,28,22,4
0.002916,0.087808,200,0.5,10,29,18,3
0.002916,0.087808,200,0.75,10,29,18,4
0.002916,0.087808,210,0.5,10,29,19,3
0.002916,0.087808,220,0.5,10,29,20,3
0.002916,0.087808,230,0.5,10,29,21,3
0.002916,0.097556,230,0.5,10,30,21,3
0.002916,0.097556,240,0.5,10,30,22,3
0.002916,0.108,180,0.75,10,31,16,4
0.002916,0.108,190,0.5,10,31,17,3
0.002916,0.108,190,1,10,31,17,5
0.002916,0.119164,160,0.75,10,32,14,4
0.002916,0.119164,180,1,10,32,16,5
0.002916,0.119164,190,0.75,10,32,17,4
0.002916,0.119164,200,0.25,10,32,18,2
0.002916,0.119164,220,0.25,10,32,20,2
0.002916,0.131072,150,1,10,33,13,5
0.002916,0.131072,190,0.5,10,33,17,3
0.002916,0.143748,170,1,10,34,15,5
0.002916,0.143748,180,0.25,10,34,16,2
0.002916,0.157216,170,0.5,10,35,15,3
0.002916,0.202612,120,1,10,38,10,5
0.002916,0.219488,120,1,10,39,10,5
0.002916,0.219488,180,0.75,10,39,16,4
0.002916,0.237276,110,1,10,40,9,5
0.002916,0.237276,140,1,10,40,12,5
0.002916,0.256,120,0.75,10,41,10,4
0.002916,0.296352,100,1,10,43,8,5
0.002916,0.340736,80,1,10,45,6,5
0.002916,0.3645,100,1,10,46,8,5
0.002916,0.442368,90,0.75,10,49,7,4
0.002916,0.5,60,1,10,51,4,5
0.002916,0.5,70,1,10,51,5,5
0.002916,0.5,80,1,10,51,6,5
0.004,0.042592,250,1,11,23,23,5
0.004,0.048668,240,1,11,24,22,5
0.004,0.055296,220,1,11,25,20,5
0.004,0.055296,260,1,11,25,24,5
0.004,0.0625,200,1,11,26,18,5
0.004,0.0625,240,0.75,11,26,22,4
0.004,0.0625,250,0.75,11,26,23,4
0.004,0.0625,250,1,11,26,23,5
0.004,0.0625,260,1,11,26,24,5
0.004,0.0625,270,0.75,11,26,25,4
0.004,0.070304,200,1,11,27,18,5
0.004,0.070304,260,0.5,11,27,24,3
0.004,0.078732,190,1,11,28,17,5
0.004,0.078732,210,1,11,28,19,5
0.004,0.078732,220,0.5,11,28,20,3
0.004,0.078732,220,1,11,28,20,5
0.004,0.078732,230,1,11,28,21,5
0.004,0.087808,180,1,11,29,16,5
0.004,0.097556,170,1,11,30,15,5
0.004,0.097556,200,0.75,11,30,18,4
0.004,0.097556,200,1,11,30,18,5
0.004,0.108,180,0.5,11,31,16,3
0.004,0.108,190,0.75,11,31,17,4
0.004,0.131072,160,0.75,11,33,14,4
0.004,0.131072,170,1,11,33,15,5
0.004,0.131072,180,0.25,11,33,16,2
0.004,0.131072,200,0.75,11,33,18,4
0.004,0.143748,200,0.5,11,34,18,3
0.004,0.157216,140,0.75,11,35,12,4
0.004,0.157216,160,0.75,11,35,14,4
0.004,0.157216,180,0.75,11,35,16,4
0.004,0.1715,150,0.75,11,36,13,4
0.004,0.1715,160,0.5,11,36,14,3
0.004,0.186624,200,0.5,11,37,18,3
0.004,0.202612,150,0.5,11,38,13,3
0.004,0.219488,110,1,11,39,9,5
0.004,0.219488,160,0.75,11,39,14,4
0.004,0.256,100,1,11,41,8,5
0.004,0.296352,90,1,11,43,7,5
0.004,0.296352,120,1,11,43,10,5
0.004,0.340736,90,0.75,11,45,7,4
0.004,0.340736,90,1,11,45,7,5
0.004,0.442368,70,1,11,49,5,5
0.004,0.5,60,1,11,51,4,5
0.004,0.5,70,0.5,11,51,5,3
0.004,0.5,70,1,11,51,5,5
0.005324,0.048668,230,1,12,24,21,5
0.005324,0.055296,230,1,12,25,21,5
0.005324,0.055296,250,1,12,25,23,5
0.005324,0.055296,260,0.75,12,25,24,4
0.005324,0.055296,270,1,12,25,25,5
0.005324,0.055296,280,0.75,12,25,26,4
0.005324,0.070304,210,0.75,12,27,19,4
0.005324,0.078732,230,0.5,12,28,21,3
0.005324,0.078732,230,0.75,12,28,21,4
0.005324,0.078732,250,0.75,12,28,23,4
0.005324,0.078732,260,0.5,12,28,24,3
0.005324,0.087808,190,1,12,29,17,5
0.005324,0.087808,200,1,12,29,18,5
0.005324,0.087808,210,0.75,12,29,19,4
0.005324,0.087808,220,0.75,12,29,20,4
0.005324,0.087808,220,1,12,29,20,5
0.005324,0.087808,230,0.75,12,29,21,4
0.005324,0.097556,180,0.75,12,30,16,4
0.005324,0.097556,180,1,12,30,16,5
0.005324,0.097556,190,0.5,12,30,17,3
0.005324,0.097556,200,1,12,30,18,5
0.005324,0.108,160,1,12,31,14,5
0.005324,0.108,180,1,12,31,16,5
0.005324,0.108,230,0.5,12,31,21,3
0.005324,0.131072,150,1,12,33,13,5
0.005324,0.131072,230,0.5,12,33,21,3
0.005324,0.143748,170,0.75,12,34,15,4
0.005324,0.157216,160,1,12,35,14,5
0.005324,0.1715,130,1,12,36,11,5
0.005324,0.1715,170,0.75,12,36,15,4
0.005324,0.186624,130,1,12,37,11,5
0.005324,0.186624,150,0.75,12,37,13,4
0.005324,0.202612,130,0.75,12,38,11,4
0.005324,0.202612,150,1,12,38,13,5
0.005324,0.219488,110,1,12,39,9,5
0.005324,0.219488,120,1,12,39,10,5
0.005324,0.219488,130,0.75,12,39,11,4
0.005324,0.237276,110,1,12,40,9,5
0.005324,0.256,100,1,12,41,8,5
0.005324,0.296352,90,1,12,43,7,5
0.005324,0.296352,100,0.75,12,43,8,4
0.005324,0.318028,100,0.75,12,44,8,4
0.005324,0.318028,130,0.75,12,44,11,4
0.005324,0.389344,80,1,12,47,6,5
0.005324,0.5,60,1,12,51,4,5
0.005324,0.5,70,1,12,51,5,5
0.006912,0.048668,260,1,13,24,24,5
0.006912,0.048668,280,1,13,24,26,5
0.006912,0.055296,240,0.75,13,25,22,4
0.006912,0.055296,250,1,13,25,23,5
0.006912,0.055296,260,0.75,13,25,24,4
0.006912,0.055296,280,0.5,13,25,26,3
0.006912,0.055296,290,0.75,13,25,27,4
0.006912,0.0625,230,0.75,13,26,21,4
0.006912,0.0625,230,1,13,26,21,5
0.006912,0.0625,250,0.75,13,26,23,4
0.006912,0.0625,250,1,13,26,23,5
0.006912,0.0625,260,0.75,13,26,24,4
0.006912,0.0625,280,0.75,13,26,26,4
0.006912,0.070304,220,1,13,27,20,5
0.006912,0.070304,240,0.5,13,27,22,3
0.006912,0.070304,250,0.75,13,27,23,4
0.006912,0.070304,270,0.75,13,27,25,4
0.006912,0.078732,200,0.75,13,28,18,4
0.006912,0.078732,200,1,13,28,18,5
0.006912,0.078732,220,0.75,13,28,20,4
0.006912,0.078732,260,0.75,13,28,24,4
0.006912,0.087808,170,1,13,29,15,5
0.006912,0.087808,180,0.75,13,29,16,4
0.006912,0.087808,190,0.75,13,29,17,4
0.006912,0.087808,240,0.75,13,29,22,4
0.006912,0.108,170,1,13,31,15,5
0.006912,0.108,220,0.25,13,31,20,2
0.006912,0.108,250,0.5,13,31,23,3
0.006912,0.119164,150,1,13,32,13,5
0.006912,0.119164,160,0.75,13,32,14,4
0.006912,0.119164,170,1,13,32,15,5
0.006912,0.119164,180,0.5,13,32,16,3
0.006912,0.119164,200,0.75,13,32,18,4
0.006912,0.119164,210,1,13,32,19,5
0.006912,0.131072,140,1,13,33,12,5
0.006912,0.131072,160,0.5,13,33,14,3
0.006912,0.131072,190,0.25,13,33,17,2
0.006912,0.131072,220,0.5,13,33,20,3
0.006912,0.143748,200,0.75,13,34,18,4
0.006912,0.1715,130,1,13,36,11,5
0.006912,0.1715,140,1,13,36,12,5
0.006912,0.186624,170,0.5,13,37,15,3
0.006912,0.202612,120,1,13,38,10,5
0.006912,0.202612,130,1,13,38,11,5
0.006912,0.219488,110,1,13,39,9,5
0.006912,0.219488,170,0.75,13,39,15,4
0.006912,0.237276,110,1,13,40,9,5
0.006912,0.237276,120,1,13,40,10,5
0.006912,0.256,100,1,13,41,8,5
0.006912,0.256,110,1,13,41,9,5
0.006912,0.256,120,0.75,13,41,10,4
0.006912,0.256,140,0.75,13,41,12,4
0.006912,0.275684,110,1,13,42,9,5
0.006912,0.296352,90,1,13,43,7,5
0.006912,0.318028,110,0.5,13,44,9,3
0.006912,0.340736,80,1,13,45,6,5
0.006912,0.340736,100,1,13,45,8,5
0.006912,0.340736,120,0.75,13,45,10,4
0.006912,0.3645,90,1,13,46,7,5
0.006912,0.3645,100,0.25,13,46,8,2
0.006912,0.389344,90,1,13,47,7,5
0.006912,0.415292,80,1,13,48,6,5
0.006912,0.470596,70,1,13,50,5,5
0.006912,0.5,70,1,13,51,5,5
0.006912,0.5,80,1,13,51,6,5
0.008788,0.048668,270,0.75,14,24,25,4
0.008788,0.048668,270,1,14,24,25,5
0.008788,0.055296,260,1,14,25,24,5
0.008788,0.055296,280,0.75,14,25,26,4
0.008788,0.0625,230,0.75,14,26,21,4
0.008788,0.0625,230,1,14,26,21,5
0.008788,0.0625,240,0.75,14,26,22,4
0.008788,0.0625,240,1,14,26,22,5
0.008788,0.0625,260,1,14,26,24,5
0.008788,0.070304,200,1,14,27,18,5
0.008788,0.070304,210,1,14,27,19,5
0.008788,0.070304,230,0.75,14,27,21,4
0.008788,0.070304,240,0.75,14,27,22,4
0.008788,0.070304,240,1,14,27,22,5
0.008788,0.070304,250,0.5,14,27,23,3
0.008788,0.070304,260,0.75,14,27,24,4
0.008788,0.070304,270,0.5,14,27,25,3
0.008788,0.078732,190,1,14,28,17,5
0.008788,0.078732,230,1,14,28,21,5
0.008788,0.078732,240,0.75,14,28,22,4
0.008788,0.078732,250,0.5,14,28,23,3
0.008788,0.087808,160,1,14,29,14,5
0.008788,0.087808,230,1,14,29,21,5
0.008788,0.087808,240,0.25,14,29,22,2
0.008788,0.087808,250,0.5,14,29,23,3
0.008788,0.097556,170,0.75,14,30,15,4
0.008788,0.097556,180,1,14,30,16,5
0.008788,0.097556,190,0.75,14,30,17,4
0.008788,0.097556,190,1,14,30,17,5
0.008788,0.097556,200,1,14,30,18,5
0.008788,0.097556,210,0.5,14,30,19,3
0.008788,0.097556,210,0.75,14,30,19,4
0.008788,0.097556,220,0.25,14,30,20,2
0.008788,0.097556,220,0.5,14,30,20,3
0.008788,0.097556,240,0.5,14,30,22,3
0.008788,0.108,180,0.75,14,31,16,4
0.008788,0.108,190,0.75,14,31,17,4
0.008788,0.108,200,0.5,14,31,18,3
0.008788,0.108,200,0.75,14,31,18,4
0.008788,0.108,210,0.5,14,31,19,3
0.008788,0.119164,170,0.75,14,32,15,4
0.008788,0.119164,190,0.75,14,32,17,4
0.008788,0.119164,190,1,14,32,17,5
0.008788,0.119164,200,0.25,14,32,18,2
0.008788,0.119164,200,0.5,14,32,18,3
0.008788,0.119164,210,0.75,14,32,19,4
0.008788,0.119164,220,0.5,14,32,20,3
0.008788,0.119164,230,0.5,14,32,21,3
0.008788,0.131072,150,1,14,33,13,5
0.008788,0.131072,180,0.75,14,33,16,4
0.008788,0.143748,150,1,14,34,13,5
0.008788,0.143748,180,0.25,14,34,16,2
0.008788,0.157216,160,1,14,35,14,5
0.008788,0.157216,180,0.5,14,35,16,3
0.008788,0.1715,130,1,14,36,11,5
0.008788,0.1715,140,0.75,14,36,12,4
0.008788,0.1715,140,1,14,36,12,5
0.008788,0.1715,150,1,14,36,13,5
0.008788,0.186624,120,1,14,37,10,5
0.008788,0.186624,130,1,14,37,11,5
0.008788,0.186624,150,1,14,37,13,5
0.008788,0.202612,120,1,14,38,10,5
0.008788,0.202612,160,0.25,14,38,14,2
0.008788,0.219488,110,1,14,39,9,5
0.008788,0.237276,110,1,14,40,9,5
0.008788,0.237276,120,1,14,40,10,5
0.008788,0.256,100,1,14,41,8,5
0.008788,0.256,160,0.5,14,41,14,3
0.008788,0.275684,120,0.75,14,42,10,4
0.008788,0.275684,130,0.5,14,42,11,3
0.008788,0.275684,130,0.75,14,42,11,4
0.008788,0.296352,90,1,14,43,7,5
0.008788,0.296352,110,0.75,14,43,9,4
0.008788,0.318028,90,1,14,44,7,5
0.008788,0.318028,100,0.75,14,44,8,4
0.008788,0.340736,80,1,14,45,6,5
0.008788,0.340736,90,1,14,45,7,5
0.008788,0.415292,70,1,14,48,5,5
0.008788,0.415292,80,1,14,48,6,5
0.008788,0.470596,70,0.75,14,50,5,4
0.008788,0.470596,70,1,14,50,5,5
0.008788,0.5,60,1,14,51,4,5
0.008788,0.5,70,1,14,51,5,5
0.010976,0.042592,250,1,15,23,23,5
0.010976,0.048668,250,0.75,15,24,23,4
0.010976,0.048668,250,1,15,24,23,5
0.010976,0.048668,280,1,15,24,26,5
0.010976,0.055296,230,1,15,25,21,5
0.010976,0.055296,240,0.75,15,25,22,4
0.010976,0.055296,240,1,15,25,22,5
0.010976,0.055296,260,0.75,15,25,24,4
0.010976,0.055296,270,0.5,15,25,25,3
0.010976,0.055296,270,1,15,25,25,5
0.010976,0.0625,220,1,15,26,20,5
0.010976,0.0625,250,0.75,15,26,23,4
0.010976,0.0625,260,1,15,26,24,5
0.010976,0.0625,270,0.5,15,26,25,3
0.010976,0.0625,270,0.75,15,26,25,4
0.010976,0.070304,220,0.5,15,27,20,3
0.010976,0.070304,220,0.75,15,27,20,4
0.010976,0.070304,260,0.5,15,27,24,3
0.010976,0.070304,260,0.75,15,27,24,4
0.010976,0.078732,190,0.75,15,28,17,4
0.010976,0.078732,200,0.75,15,28,18,4
0.010976,0.078732,220,1,15,28,20,5
0.010976,0.078732,230,0.5,15,28,21,3
0.010976,0.078732,230,1,15,28,21,5
0.010976,0.078732,240,0.75,15,28,22,4
0.010976,0.078732,250,0.75,15,28,23,4
0.010976,0.087808,170,1,15,29,15,5
0.010976,0.087808,200,1,15,29,18,5
0.010976,0.087808,210,0.75,15,29,19,4
0.010976,0.087808,220,0.5,15,29,20,3
0.010976,0.087808,230,0.5,15,29,21,3
0.010976,0.087808,230,0.75,15,29,21,4
0.010976,0.087808,230,1,15,29,21,5
0.010976,0.097556,240,0.25,15,30,22,2
0.010976,0.097556,240,0.5,15,30,22,3
0.010976,0.108,180,1,15,31,16,5
0.010976,0.108,220,1,15,31,20,5
0.010976,0.108,240,0.5,15,31,22,3
0.010976,0.108,240,0.75,15,31,22,4
0.010976,0.119164,160,1,15,32,14,5
0.010976,0.119164,180,0.75,15,32,16,4
0.010976,0.131072,160,0.75,15,33,14,4
0.010976,0.131072,160,1,15,33,14,5
0.010976,0.143748,170,0.25,15,34,15,2
0.010976,0.143748,170,0.5,15,34,15,3
0.010976,0.157216,140,1,15,35,12,5
0.010976,0.157216,170,0.25,15,35,15,2
0.010976,0.157216,180,0.75,15,35,16,4
0.010976,0.157216,190,0.75,15,35,17,4
0.010976,0.1715,130,1,15,36,11,5
0.010976,0.186624,130,1,15,37,11,5
0.010976,0.202612,110,1,15,38,9,5
0.010976,0.202612,120,1,15,38,10,5
0.010976,0.202612,150,0.5,15,38,13,3
0.010976,0.219488,110,1,15,39,9,5
0.010976,0.219488,120,1,15,39,10,5
0.010976,0.237276,90,1,15,40,7,5
0.010976,0.237276,100,1,15,40,8,5
0.010976,0.237276,110,0.75,15,40,9,4
0.010976,0.237276,120,1,15,40,10,5
0.010976,0.256,100,1,15,41,8,5
0.010976,0.256,110,1,15,41,9,5
0.010976,0.275684,100,1,15,42,8,5
0.010976,0.275684,120,1,15,42,10,5
0.010976,0.296352,90,1,15,43,7,5
0.010976,0.318028,90,1,15,44,7,5
0.010976,0.318028,100,1,15,44,8,5
0.010976,0.340736,80,1,15,45,6,5
0.010976,0.3645,80,1,15,46,6,5
0.010976,0.389344,80,1,15,47,6,5
0.010976,0.415292,70,1,15,48,5,5
0.010976,0.442368,70,1,15,49,5,5
0.010976,0.470596,60,1,15,50,4,5
0.010976,0.470596,70,0.75,15,50,5,4
0.010976,0.470596,70,1,15,50,5,5
0.010976,0.470596,90,0.25,15,50,7,2
0.010976,0.470596,120,0.5,15,50,10,3
0.010976,0.5,60,1,15,51,4,5
0.010976,0.5,70,1,15,51,5,5
